T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Type,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🔶,"<a target=""_blank"" href=""https://huggingface.co/Sao10K/Medusa-1.1-L2-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Sao10K/Medusa-1.1-L2-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Sao10K__Medusa-1.1-L2-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.58,56.48,78.57,51.56,47.7,fine-tuned,torch.float16,llama2,6.74,0,True,df23c3d22bc546dbce0267415e94bdb482446c06,Sao10K/Medusa-1.1-L2-7B
?,"<a target=""_blank"" href=""https://huggingface.co/shareAI/bimoGPT-llama2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">shareAI/bimoGPT-llama2-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_shareAI__bimoGPT-llama2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.57,58.79,82.08,55.6,37.82,,torch.float16,openrail,13.0,6,False,c29b67965ea55da3e2ac678eef7ffdf36f8ef5ab,shareAI/bimoGPT-llama2-13b
🔶,"<a target=""_blank"" href=""https://huggingface.co/wahaha1987/llama_13b_sharegpt94k_fastchat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">wahaha1987/llama_13b_sharegpt94k_fastchat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_wahaha1987__llama_13b_sharegpt94k_fastchat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.57,53.75,79.47,51.5,49.54,fine-tuned,torch.float16,other,12.85,0,True,388bc2f82a1ee8b963c7f94f9c7b6743f7214306,wahaha1987/llama_13b_sharegpt94k_fastchat
?,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/manticore-13b-chat-pyg-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/manticore-13b-chat-pyg-GPTQ</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__manticore-13b-chat-pyg-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.56,57.85,81.07,47.56,47.77,,torch.float16,other,2.03,32,True,923f27245d13058c9c1b3ab0eab6c6c93ffc162e,TheBloke/manticore-13b-chat-pyg-GPTQ
⭕,"<a target=""_blank"" href=""https://huggingface.co/Yehoon/yehoon_llama2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Yehoon/yehoon_llama2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Yehoon__yehoon_llama2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.55,54.78,78.98,51.29,49.17,instruction-tuned,torch.float16,?,0.0,0,False,443cb81ce988ea6c0b1e20132c170463d559367e,Yehoon/yehoon_llama2
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.55,59.3,81.2,55.58,38.13,fine-tuned,torch.float16,?,12.85,0,True,71224344025dbfada6821c6a89cade1d8358dad1,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o
🔶,"<a target=""_blank"" href=""https://huggingface.co/BramVanroy/llama2-13b-ft-mc4_nl_cleaned_tiny"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">BramVanroy/llama2-13b-ft-mc4_nl_cleaned_tiny</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_BramVanroy__llama2-13b-ft-mc4_nl_cleaned_tiny"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.51,59.3,82.04,54.67,38.03,fine-tuned,torch.bfloat16,apache-2.0,13.02,1,True,b23fe7d174653b87dc08507d9b83504a8dddbc45,BramVanroy/llama2-13b-ft-mc4_nl_cleaned_tiny
🔶,"<a target=""_blank"" href=""https://huggingface.co/JosephusCheung/Qwen-LLaMAfied-7B-Chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">JosephusCheung/Qwen-LLaMAfied-7B-Chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_JosephusCheung__Qwen-LLaMAfied-7B-Chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.5,50.94,83.47,53.52,46.09,fine-tuned,torch.float16,gpl-3.0,7.1,77,False,4d70cf0047a7a5cd2c864bc2606e81f0830e4405,JosephusCheung/Qwen-LLaMAfied-7B-Chat
🟢,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-llama2-13b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-llama2-13b-v11.1-bf16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-llama2-13b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.5,51.62,76.23,56.45,49.7,pretrained,torch.float16,?,12.88,9,True,fdbd9cc550b58aed9bee58649255191c88011829,OpenBuddy/openbuddy-llama2-13b-v11.1-bf16
🔶,"<a target=""_blank"" href=""https://huggingface.co/mncai/Llama2-7B-guanaco-dolphin-500"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">mncai/Llama2-7B-guanaco-dolphin-500</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_mncai__Llama2-7B-guanaco-dolphin-500"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.5,56.74,81.63,48.69,46.94,fine-tuned,torch.float16,?,6.61,0,True,afe00170f084f773e401ba7d738d692533cca6b4,mncai/Llama2-7B-guanaco-dolphin-500
🔶,"<a target=""_blank"" href=""https://huggingface.co/totally-not-an-llm/EverythingLM-13b-V3-16k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">totally-not-an-llm/EverythingLM-13b-V3-16k</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_totally-not-an-llm__EverythingLM-13b-V3-16k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.49,58.19,80.12,50.48,45.18,fine-tuned,torch.float16,llama2,12.85,3,True,1de9244bfadb947f80872727f76790cbc76e7142,totally-not-an-llm/EverythingLM-13b-V3-16k
🔶,"<a target=""_blank"" href=""https://huggingface.co/openchat/openchat_8192"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openchat/openchat_8192</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openchat__openchat_8192"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.49,59.56,81.44,46.26,46.7,fine-tuned,torch.float16,?,12.85,220,True,f661da5af278fbda8a43b19ff0250e4efc103e3e,openchat/openchat_8192
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.49,59.73,81.06,54.53,38.64,fine-tuned,torch.float16,llama2,12.85,0,True,aeeded8db9eea97e2e6a2e19a006ce1acd110a82,CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj
🔶,"<a target=""_blank"" href=""https://huggingface.co/dvruette/llama-13b-pretrained-sft-do2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">dvruette/llama-13b-pretrained-sft-do2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_dvruette__llama-13b-pretrained-sft-do2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.49,58.96,80.32,47.25,47.41,fine-tuned,torch.float16,?,12.85,6,True,6cb016f5bfcbc24ee08312b52f08ef5e8f860871,dvruette/llama-13b-pretrained-sft-do2
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-alpaca-test"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-alpaca-test</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-alpaca-test"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.47,60.07,81.29,55.59,36.94,fine-tuned,torch.float16,llama2,13.0,0,False,e30656d62d21fbdde207c8f7b3b6ba89cac85785,CHIH-HUNG/llama-2-13b-alpaca-test
?,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-llama2-13b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-llama2-13b-v11.1-bf16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-llama2-13b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.46,51.79,76.23,56.13,49.7,,torch.bfloat16,?,12.88,9,True,76fb7d00836eb2f1d9c9605d8881d73b782cf324,OpenBuddy/openbuddy-llama2-13b-v11.1-bf16
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE2_TEST_2.2w"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE2_TEST_2.2w</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE2_TEST_2.2w"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.46,56.23,82.7,55.35,39.55,fine-tuned,torch.float16,llama2,12.85,0,True,3be177b35f1b44d147751ab38ca6d8a008eb6b7f,CHIH-HUNG/llama-2-13b-FINETUNE2_TEST_2.2w
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.46,56.23,81.98,55.87,39.76,fine-tuned,torch.float16,?,12.85,0,True,cc3c5e5a874cf4ff4f94ea919e819f8a914c8acb,CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o
🔶,"<a target=""_blank"" href=""https://huggingface.co/Xwin-LM/Xwin-LM-7B-V0.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Xwin-LM/Xwin-LM-7B-V0.1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Xwin-LM__Xwin-LM-7B-V0.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.46,56.57,79.4,49.98,47.89,fine-tuned,torch.float16,llama2,6.61,71,True,470e680120a7249d6e8a875345015ddba1711100,Xwin-LM/Xwin-LM-7B-V0.1
🔶,"<a target=""_blank"" href=""https://huggingface.co/project-baize/baize-v2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">project-baize/baize-v2-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_project-baize__baize-v2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.45,56.91,79.29,49.72,47.88,fine-tuned,torch.float16,cc-by-nc-4.0,12.85,21,True,a3c4bbccca8b650700a49a225582c17bb49b446b,project-baize/baize-v2-13b
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-l2-13b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-l2-13b-gpt4-m2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-l2-13b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.42,59.22,81.02,53.73,39.7,fine-tuned,torch.float16,other,12.85,23,True,a852b77f7d0777092c76898bc83f8e657ca2af3e,jondurbin/airoboros-l2-13b-gpt4-m2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.42,57.76,80.78,54.32,40.8,fine-tuned,torch.float16,?,12.85,0,True,ebe1b75fa315a9b55f686368070a0bcd0245ee39,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down
⭕,"<a target=""_blank"" href=""https://huggingface.co/yeontaek/Platypus2xOpenOrca-13B-LoRa-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">yeontaek/Platypus2xOpenOrca-13B-LoRa-v2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_yeontaek__Platypus2xOpenOrca-13B-LoRa-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.36,58.62,81.17,50.23,43.43,instruction-tuned,torch.float16,?,12.85,0,True,568ac6a5f1a9f5eb6bc09efb2188740d771ed0e9,yeontaek/Platypus2xOpenOrca-13B-LoRa-v2
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-huangyt_FINETUNE2_3w"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.34,58.62,82.32,54.25,38.17,fine-tuned,torch.float16,llama2,12.85,0,True,08bc7112a775dd4223d441355f3d619694013789,CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w
🔶,"<a target=""_blank"" href=""https://huggingface.co/xzuyn/Alpacino-SuperCOT-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">xzuyn/Alpacino-SuperCOT-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_xzuyn__Alpacino-SuperCOT-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.34,58.36,81.69,47.89,45.42,fine-tuned,torch.float16,?,12.85,4,True,3a82b04684fe99d59556421c3f96a187049a3cec,xzuyn/Alpacino-SuperCOT-13B
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.34,59.04,81.15,53.0,40.16,fine-tuned,torch.float16,llama2,12.85,0,True,ac40ecf48cf5f7168e8c3929632c654bc834c3d7,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r4-gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.33,55.38,81.92,55.28,40.76,fine-tuned,torch.float16,?,12.85,0,True,2ca747d779feaa99c475b8015c9b4a50aea41cd2,CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down
🔶,"<a target=""_blank"" href=""https://huggingface.co/wei123602/llama2-13b-fintune2-4E"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">wei123602/llama2-13b-fintune2-4E</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_wei123602__llama2-13b-fintune2-4E"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.32,55.89,80.95,53.73,42.72,fine-tuned,torch.float16,?,12.85,0,True,645ede9d6ec60d8fa051bc7ad32ab5f7bfdc066d,wei123602/llama2-13b-fintune2-4E
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.28,56.06,81.89,55.04,40.12,fine-tuned,torch.float16,?,12.85,0,True,f907fffbb08698040325b3f2e47200a1b48b3ed9,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o
