T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Type,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🔶,"<a target=""_blank"" href=""https://huggingface.co/willyninja30/ARIA-70B-French"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">willyninja30/ARIA-70B-French</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_willyninja30__ARIA-70B-French"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.76,64.51,85.87,63.88,52.8,fine-tuned,torch.float16,llama2,68.72,0,True,d8580d360c51e71fddd27897445e2aa9d1888585,willyninja30/ARIA-70B-French
🔶,"<a target=""_blank"" href=""https://huggingface.co/Faradaylab/Aria-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Faradaylab/Aria-70B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Faradaylab__Aria-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.76,64.51,85.87,63.88,52.8,fine-tuned,torch.float16,?,70.0,0,False,57cd251f2cf4e832f64550ea0e2b90ecec155b54,Faradaylab/Aria-70B
🔶,"<a target=""_blank"" href=""https://huggingface.co/lilloukas/GPlatty-30B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lilloukas/GPlatty-30B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lilloukas__GPlatty-30B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.63,65.78,84.79,63.49,52.45,fine-tuned,torch.float16,other,32.32,15,True,836cf4dcd60ebe2ff09415c72f809d94639e8d35,lilloukas/GPlatty-30B
🔶,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/VicUnlocked-alpaca-65B-QLoRA-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/VicUnlocked-alpaca-65B-QLoRA-fp16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__VicUnlocked-alpaca-65B-QLoRA-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.59,65.61,85.15,63.13,52.47,fine-tuned,torch.float16,other,65.02,9,True,6cdacfda96970aa144e316b108ab9bc17c99a573,TheBloke/VicUnlocked-alpaca-65B-QLoRA-fp16
🔶,"<a target=""_blank"" href=""https://huggingface.co/luffycodes/higgs-llama-vicuna-ep25-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">luffycodes/higgs-llama-vicuna-ep25-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_luffycodes__higgs-llama-vicuna-ep25-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.59,62.29,86.07,64.25,53.75,fine-tuned,torch.bfloat16,llama2,68.72,1,True,1da59e150f1d0bae67f66400738a01d408a8c45d,luffycodes/higgs-llama-vicuna-ep25-70b
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-1.4</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.59,65.78,85.83,62.27,52.45,,torch.float16,cc-by-nc-4.0,65.02,16,True,ae256799615c16443f9c423c653ed9f60577e99e,jondurbin/airoboros-65b-gpt4-1.4
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-1.4-peft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-1.4-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.59,65.78,85.83,62.27,52.45,fine-tuned,torch.float16,?,65.0,0,False,85ae3b595c6b8415df87000c22bc14ea18c174f5,jondurbin/airoboros-65b-gpt4-1.4-peft
⭕,"<a target=""_blank"" href=""https://huggingface.co/teknium/CollectiveCognition-v1.1-Mistral-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">teknium/CollectiveCognition-v1.1-Mistral-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_teknium__CollectiveCognition-v1.1-Mistral-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.56,62.12,84.17,62.35,57.62,instruction-tuned,torch.bfloat16,apache-2.0,7.0,40,False,5f57f70ec99450c70da2540e94dd7fd67be4b23c,teknium/CollectiveCognition-v1.1-Mistral-7B
🔶,"<a target=""_blank"" href=""https://huggingface.co/Faradaylab/ARIA-70B-V3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Faradaylab/ARIA-70B-V3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Faradaylab__ARIA-70B-V3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.55,63.91,86.21,64.75,51.32,fine-tuned,torch.float16,other,68.98,0,True,6e7fdcd20626786dd744ea86c664a3c088ced39f,Faradaylab/ARIA-70B-V3
🔶,"<a target=""_blank"" href=""https://huggingface.co/Weyaxi/SlimOpenOrca-Mistral-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Weyaxi/SlimOpenOrca-Mistral-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Weyaxi__SlimOpenOrca-Mistral-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.54,62.97,83.49,62.3,57.39,fine-tuned,torch.float16,cc-by-nc-4.0,7.24,0,False,b0134a7512444dfbb60a2e2d81469a5bbbb18026,Weyaxi/SlimOpenOrca-Mistral-7B
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.51,66.81,86.66,63.41,49.17,,torch.float16,cc-by-nc-4.0,65.02,0,True,ea4bdd0221f77de9b0343cd8291cbd0fd6033ca8,jondurbin/airoboros-65b-gpt4-2.0
?,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/WizardLM-70B-V1.0-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/WizardLM-70B-V1.0-GPTQ</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__WizardLM-70B-V1.0-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.47,63.82,83.85,63.68,54.54,,torch.bfloat16,llama2,9.1,23,True,c234d7c9c0fd26efb55757fdbfb604d549539fe0,TheBloke/WizardLM-70B-V1.0-GPTQ
?,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/WizardLM-70B-V1.0-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/WizardLM-70B-V1.0-GPTQ</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__WizardLM-70B-V1.0-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.47,63.82,83.85,63.68,54.54,,None,llama2,9.1,23,True,c234d7c9c0fd26efb55757fdbfb604d549539fe0,TheBloke/WizardLM-70B-V1.0-GPTQ
🔶,"<a target=""_blank"" href=""https://huggingface.co/ariellee/SuperPlatty-30B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ariellee/SuperPlatty-30B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ariellee__SuperPlatty-30B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.45,65.78,83.95,62.57,53.52,fine-tuned,torch.float16,other,32.32,6,True,017e1c32bca060107337dbf26db2044a7caa56f2,ariellee/SuperPlatty-30B
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-1.4</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.42,65.53,85.77,61.95,52.43,,torch.bfloat16,cc-by-nc-4.0,65.02,16,True,ae256799615c16443f9c423c653ed9f60577e99e,jondurbin/airoboros-65b-gpt4-1.4
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.4,66.64,86.66,63.18,49.11,,torch.bfloat16,cc-by-nc-4.0,65.02,0,True,ea4bdd0221f77de9b0343cd8291cbd0fd6033ca8,jondurbin/airoboros-65b-gpt4-2.0
⭕,"<a target=""_blank"" href=""https://huggingface.co/teknium/CollectiveCognition-v1-Mistral-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">teknium/CollectiveCognition-v1-Mistral-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_teknium__CollectiveCognition-v1-Mistral-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.28,62.37,85.5,62.76,54.48,instruction-tuned,torch.bfloat16,apache-2.0,7.0,4,False,58777f0563610fa770c4fa252c0350de71d4ab9d,teknium/CollectiveCognition-v1-Mistral-7B
⭕,"<a target=""_blank"" href=""https://huggingface.co/yeontaek/llama-2-70b-IA3-guanaco"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">yeontaek/llama-2-70b-IA3-guanaco</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_yeontaek__llama-2-70b-IA3-guanaco"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.17,68.52,85.67,67.03,43.47,instruction-tuned,torch.float16,?,68.72,0,True,e3230df22d065b6699096494d1151fa337dde9e8,yeontaek/llama-2-70b-IA3-guanaco
🔶,"<a target=""_blank"" href=""https://huggingface.co/HuggingFaceH4/zephyr-7b-alpha"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">HuggingFaceH4/zephyr-7b-alpha</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_HuggingFaceH4__zephyr-7b-alpha"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.08,61.01,84.04,61.39,57.9,fine-tuned,torch.bfloat16,cc-by-nc-4.0,7.0,110,False,2cd2cd16a6ab22585d643cf264fac73b18e7852a,HuggingFaceH4/zephyr-7b-alpha
🟢,"<a target=""_blank"" href=""https://huggingface.co/TigerResearch/tigerbot-70b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TigerResearch/tigerbot-70b-base</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TigerResearch__tigerbot-70b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.08,62.46,83.61,65.49,52.76,pretrained,torch.float16,apache-2.0,68.95,9,True,8af85526293eb8625375f3f7a1bab69825176e48,TigerResearch/tigerbot-70b-base
🔶,"<a target=""_blank"" href=""https://huggingface.co/CalderaAI/30B-Lazarus"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CalderaAI/30B-Lazarus</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CalderaAI__30B-Lazarus"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",66.08,64.93,84.27,56.47,58.65,fine-tuned,torch.float16,?,32.32,112,True,24da9e88f2b2b7946bc6fe9412d6728b9adc2c3d,CalderaAI/30B-Lazarus
🔶,"<a target=""_blank"" href=""https://huggingface.co/Aspik101/trurl-2-13b-pl-instruct_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Aspik101/trurl-2-13b-pl-instruct_unload</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Aspik101__trurl-2-13b-pl-instruct_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a> has been flagged! <a target=""_blank"" href=""https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/213"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">See discussion #213</a>",66.03,59.9,79.99,78.66,45.56,fine-tuned,torch.float16,other,12.85,2,True,17f57642165e30a4025d6817bd47dcd80d0c5c4d,Aspik101/trurl-2-13b-pl-instruct_unload
?,"<a target=""_blank"" href=""https://huggingface.co/ehartford/WizardLM-33B-V1.0-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ehartford/WizardLM-33B-V1.0-Uncensored</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ehartford__WizardLM-33B-V1.0-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.92,63.82,83.86,59.18,56.83,,torch.bfloat16,other,32.32,39,True,3eca9fdee0ce28d6a4a635a6f19d9a413caee3e7,ehartford/WizardLM-33B-V1.0-Uncensored
?,"<a target=""_blank"" href=""https://huggingface.co/ehartford/WizardLM-33B-V1.0-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ehartford/WizardLM-33B-V1.0-Uncensored</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ehartford__WizardLM-33B-V1.0-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.91,63.65,83.84,59.36,56.8,,torch.float16,other,32.32,39,True,3eca9fdee0ce28d6a4a635a6f19d9a413caee3e7,ehartford/WizardLM-33B-V1.0-Uncensored
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-llama-65b-v8-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-llama-65b-v8-bf16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-llama-65b-v8-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.87,62.8,83.6,62.01,55.09,fine-tuned,torch.bfloat16,?,65.07,8,True,445b77821fac8e6cfb77d0399fb827400b5bb71e,OpenBuddy/openbuddy-llama-65b-v8-bf16
⭕,"<a target=""_blank"" href=""https://huggingface.co/ehartford/samantha-1.2-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ehartford/samantha-1.2-mistral-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ehartford__samantha-1.2-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.87,64.08,85.08,63.91,50.4,instruction-tuned,torch.bfloat16,apache-2.0,7.0,3,False,5574a021f55a446a756dcbc776f1765aefc280a1,ehartford/samantha-1.2-mistral-7b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Open-Orca/Mistral-7B-SlimOrca"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Open-Orca/Mistral-7B-SlimOrca</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Open-Orca__Mistral-7B-SlimOrca"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.85,62.54,83.86,62.77,54.23,fine-tuned,torch.bfloat16,apache-2.0,7.0,1,False,a9744d8cf9ce4230678a891bcf8bba7cbc0aaece,Open-Orca/Mistral-7B-SlimOrca
🔶,"<a target=""_blank"" href=""https://huggingface.co/Open-Orca/Mistral-7B-OpenOrca"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Open-Orca/Mistral-7B-OpenOrca</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Open-Orca__Mistral-7B-OpenOrca"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.84,64.08,83.99,62.24,53.05,fine-tuned,torch.bfloat16,apache-2.0,7.0,257,False,7233ac83317946d05c474b71cc1379f49eb74c14,Open-Orca/Mistral-7B-OpenOrca
?,"<a target=""_blank"" href=""https://huggingface.co/Aspik101/llama-30b-instruct-2048-PL-lora"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Aspik101/llama-30b-instruct-2048-PL-lora</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Aspik101__llama-30b-instruct-2048-PL-lora"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.83,63.65,84.66,61.69,53.32,,torch.float16,other,32.32,0,True,1a076bce564f03bd47951eecab628c541fb1a6ad,Aspik101/llama-30b-instruct-2048-PL-lora
🔶,"<a target=""_blank"" href=""https://huggingface.co/xDAN-AI/xDAN-L1-Thinking"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">xDAN-AI/xDAN-L1-Thinking</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_xDAN-AI__xDAN-L1-Thinking"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.83,63.74,84.53,62.9,52.13,fine-tuned,torch.bfloat16,?,0.0,0,False,6f3383932b5003e05beda95e31c0a4c7c92ba700,xDAN-AI/xDAN-L1-Thinking
🔶,"<a target=""_blank"" href=""https://huggingface.co/posicube/Llama2-chat-AYB-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">posicube/Llama2-chat-AYB-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_posicube__Llama2-chat-AYB-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.79,63.4,84.79,59.34,55.62,fine-tuned,torch.float16,llama2,13.02,6,True,cc7ca1b8f906b9f62ace094540f4ff4124dd581a,posicube/Llama2-chat-AYB-13B
?,"<a target=""_blank"" href=""https://huggingface.co/h2oai/h2ogpt-research-oasst1-llama-65b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">h2oai/h2ogpt-research-oasst1-llama-65b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_h2oai__h2ogpt-research-oasst1-llama-65b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.78,64.76,85.94,63.57,48.85,,torch.float16,other,65.02,8,True,a6d8676aaa2ca2c25ea99180b538f0369dc70185,h2oai/h2ogpt-research-oasst1-llama-65b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Riiid/sheep-duck-llama-2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Riiid/sheep-duck-llama-2-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Riiid__sheep-duck-llama-2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.76,63.14,84.52,59.89,55.48,fine-tuned,torch.float16,?,12.85,1,True,71edf22c49677d0239caf5f87d8139dd9cc79078,Riiid/sheep-duck-llama-2-13b
?,"<a target=""_blank"" href=""https://huggingface.co/Aspik101/llama-30b-instruct-2048-PL-lora"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Aspik101/llama-30b-instruct-2048-PL-lora</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Aspik101__llama-30b-instruct-2048-PL-lora"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.74,63.31,84.66,61.66,53.35,,torch.bfloat16,other,32.32,0,True,1a076bce564f03bd47951eecab628c541fb1a6ad,Aspik101/llama-30b-instruct-2048-PL-lora
🔶,"<a target=""_blank"" href=""https://huggingface.co/42MARU/sitebunny-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">42MARU/sitebunny-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_42MARU__sitebunny-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.72,63.14,83.64,59.91,56.21,fine-tuned,torch.bfloat16,?,12.85,1,True,67107327d09c2f9bf3e4b316d97767c97f5a0804,42MARU/sitebunny-13b
🔶,"<a target=""_blank"" href=""https://huggingface.co/PulsarAI/2x-LoRA-Assemble-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">PulsarAI/2x-LoRA-Assemble-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_PulsarAI__2x-LoRA-Assemble-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.72,63.65,83.47,59.82,55.94,fine-tuned,torch.float16,cc-by-nc-4.0,13.02,0,True,1aca45d37eade21eb381aaefc9245b58ec3b7b26,PulsarAI/2x-LoRA-Assemble-13B
🔶,"<a target=""_blank"" href=""https://huggingface.co/oh-yeontaek/llama-2-13B-LoRA-assemble"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">oh-yeontaek/llama-2-13B-LoRA-assemble</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_oh-yeontaek__llama-2-13B-LoRA-assemble"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.71,63.57,83.51,59.82,55.96,fine-tuned,torch.float16,?,12.85,3,True,85bb49d333dba4a08b051418663d16853ce30cee,oh-yeontaek/llama-2-13B-LoRA-assemble
🔶,"<a target=""_blank"" href=""https://huggingface.co/Undi95/MLewd-ReMM-L2-Chat-20B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Undi95/MLewd-ReMM-L2-Chat-20B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Undi95__MLewd-ReMM-L2-Chat-20B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.71,62.46,85.62,59.13,55.63,fine-tuned,torch.float16,cc-by-nc-4.0,19.99,5,True,cda06630a1d8173541431e5ce8bc17dcfaa37e5e,Undi95/MLewd-ReMM-L2-Chat-20B
⭕,"<a target=""_blank"" href=""https://huggingface.co/mncai/Mistral-7B-OpenOrca-1k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">mncai/Mistral-7B-OpenOrca-1k</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_mncai__Mistral-7B-OpenOrca-1k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.7,62.97,84.66,62.2,52.96,instruction-tuned,torch.bfloat16,?,7.11,1,True,ae9e37811a54ffe45f41a572c7e68363aa11b062,mncai/Mistral-7B-OpenOrca-1k
🔶,"<a target=""_blank"" href=""https://huggingface.co/Undi95/Mistral-11B-TestBench3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Undi95/Mistral-11B-TestBench3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Undi95__Mistral-11B-TestBench3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.68,62.03,83.92,63.11,53.66,fine-tuned,torch.float16,?,10.73,0,False,7eb397ad2ec67400e31dc010f9b364a72d64d965,Undi95/Mistral-11B-TestBench3
?,"<a target=""_blank"" href=""https://huggingface.co/CalderaAI/30B-Epsilon"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CalderaAI/30B-Epsilon</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CalderaAI__30B-Epsilon"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.64,63.05,83.59,56.89,59.03,,torch.float16,?,32.32,9,True,6962638c2b0368ad496af6e20e46e3de97a7772b,CalderaAI/30B-Epsilon
🔶,"<a target=""_blank"" href=""https://huggingface.co/Aspik101/llama-30b-2048-instruct-PL-lora_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Aspik101/llama-30b-2048-instruct-PL-lora_unload</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Aspik101__llama-30b-2048-instruct-PL-lora_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.63,63.82,84.7,61.49,52.49,fine-tuned,torch.float16,other,32.32,0,True,b15f4310ea37fef99e4f16372a4b1f2342e27613,Aspik101/llama-30b-2048-instruct-PL-lora_unload
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-m2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.6,65.02,86.35,64.37,46.66,,torch.bfloat16,cc-by-nc-4.0,65.02,0,True,fa081d52619b35d7016fb40ce855187d6a8e7e4c,jondurbin/airoboros-65b-gpt4-m2.0
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-m2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.6,65.1,86.34,64.32,46.63,,torch.float16,cc-by-nc-4.0,65.02,0,True,fa081d52619b35d7016fb40ce855187d6a8e7e4c,jondurbin/airoboros-65b-gpt4-m2.0
